id,name,datetime,updated_date,lat,lng,city,province
224,蛇口街道豪方泽公寓,2020/02/22 17:10:52,2020-02-03,22.488221,113.935094,深圳市,广东省
225,沙河街道华侨城东组团小区,2020/02/22 17:10:52,2020-02-03,22.536387,113.991239,深圳市,广东省
226,南山街道学府花园,2020/02/22 17:10:52,2020-02-03,22.525927,113.926240,深圳市,广东省
227,哈尔滨工业大学（深圳）宿舍楼,2020/02/22 17:10:52,2020-02-03,22.585614,113.970614,深圳市,广东省
228,白石洲新堂花园,2020/02/22 17:10:52,2020-02-03,22.548037,113.971122,深圳市,广东省
229,新洲四街香江西苑,2020/02/22 17:10:52,2020-02-03,22.523915,114.041618,深圳市,广东省
230,上沙东村八巷,2020/02/22 17:10:52,2020-02-03,22.521211,114.032295,深圳市,广东省
231,上步中路盛夏公寓,2020/02/22 17:10:52,2020-02-03,22.547794,114.095253,深圳市,广东省
232,益田花园,2020/02/22 17:10:52,2020-02-03,22.513062,114.057643,深圳市,广东省
233,佳兆业前海广场,2020/02/22 17:10:52,2020-02-02,22.494475,113.886221,深圳市,广东省
234,雍景轩赏湖阁,2020/02/22 17:10:52,2020-02-02,22.494543,113.927478,深圳市,广东省
235,桑泰丹华园三期,2020/02/22 17:10:52,2020-02-02,22.587494,113.965457,深圳市,广东省
236,八卦四路意馨居,2020/02/22 17:10:52,2020-02-02,22.564739,114.101199,深圳市,广东省
237,秀丽山庄,2020/02/22 17:10:52,2020-02-02,22.611648,114.107484,深圳市,广东省
238,华创云轩B座,2020/02/22 17:10:52,2020-02-02,22.651596,114.065842,深圳市,广东省
239,大族河山,2020/02/22 17:10:52,2020-02-02,22.612812,114.157288,深圳市,广东省
240,回龙埔万科翰邻城,2020/02/22 17:10:52,2020-02-02,22.730520,114.230883,深圳市,广东省
241,中央悦城,2020/02/22 17:10:52,2020-02-02,22.732356,114.242085,深圳市,广东省
242,福华路维也纳酒店,2020/02/22 17:10:52,2020-02-02,22.537089,114.080552,深圳市,广东省
243,阳光华艺大厦B座,2020/02/22 17:10:52,2020-02-02,22.525025,113.928432,深圳市,广东省
244,景田天健花园,2020/02/22 17:10:52,2020-02-02,22.557076,114.033696,深圳市,广东省
245,春华四季园,2020/02/22 17:10:52,2020-02-02,22.621456,114.052723,深圳市,广东省
246,万象新天2期,2020/02/22 17:10:52,2020-02-02,22.603428,113.851204,深圳市,广东省
247,后海雅园,2020/02/22 17:10:52,2020-02-02,22.493503,113.935760,深圳市,广东省
248,西海湾花园,2020/02/22 17:10:52,2020-02-02,22.514354,113.930742,深圳市,广东省
249,华林街福安街,2020/02/22 12:14:33,2020-02-22,23.112693,113.246975,广州市,广东省
250,赤岗街道迎商酒店,2020/02/22 12:14:33,2020-02-17,23.082314,113.296810,广州市,广东省
